Y,X,Name,description
41.19149,-79.976004,Barkeysville Methodist Church,
41.131014,-80.003763,Harrisville Prairie Cemetery,
41.108542,-79.899256,Boyers Post Office,
41.056282,-80.050504,St Peter's Roman Catholic,
41.006163,-79.89743,West Sunbury Post Office,
40.978754,-80.139849,Pennsic Fort,
40.793016,-80.136926,Zelienople Historical Society,
40.787115,-80.132579,Worship Portal,
40.763715,-79.762712,Mother Mary Statue,
40.763982,-79.767046,Cabot Post Office,
40.773106,-79.763559,Winfield Township Community Park,
40.779954,-79.944469,Nixon United Methodist Church,
40.785311,-79.946794,Historic Barn Built in 1876,
40.8,-79.937055,Broom Man Statue,
40.789296,-80.14323,Mary,
40.786771,-80.034162,George Washington Historical Marker,
40.761627,-80.063448,Veterans Memorial,
40.770266,-80.0585,St. Johns United Church of Christ,
40.769393,-80.062421,Fallen Heroes Memorial,
40.768941,-80.064847,Washington's Trail,
40.768127,-80.061171,Evans City Historical Society,
40.7972,-80.135688,Zelienople English Lutheran Church,
40.795743,-80.137786,Zelienople Fire Alarm Bell,
40.797405,-80.133628,St. Peter's Reformed Church,
40.768666,-80.175012,Young's Custard Stand,
40.853845,-79.935031,Highfield Hall,
40.860381,-79.936103,Homeacre Chapel & Christian Academy,
40.852861,-79.924629,American Legion Post 778,
40.854921,-79.888187,City of Butler South Side Memorial,
40.856614,-79.89488,American Legion Post 117,
40.858434,-79.89516,Our Silent Defenders,
40.860886,-79.895384,City Of Butler Clock,
40.89066,-79.985371,Mt. Chestnut Presbyterian Church,
40.853131,-79.951584,Preston Park Memorial,
40.863254,-79.966943,St. John's Picnic Pavilion,
40.855993,-79.95654,Meridian Veterans Memorial Park,
40.875241,-79.894631,John V Ritts Memorial,
40.905395,-79.919133,Flower Girl,
40.847919,-79.988669,Debbie Lee's Lion,
40.829261,-79.908448,Mama Rosas Mural,
40.829623,-79.913111,Cultural Center,
40.904022,-80.046852,US Post Office,
40.807955,-80.130548,Zelienople Church of Christ,
40.801786,-80.123655,Harmonist Cemetery,
40.802537,-80.128953,Harmony Bell,
40.802293,-80.127656,Harmony Fire Department,
40.803486,-80.12554,Shever Bros Hardware,
40.803336,-80.126379,Weavers Shop,
40.803789,-80.124464,Harmony Moose Lodge,
40.802328,-80.128479,Grace Church Clock Tower,
40.844878,-79.966429,Bright Hope Community Church,
40.871337,-79.938637,Trinity Presbyterian Church,
40.879616,-79.929473,Alameda Bocci Court,
40.8541,-79.91161,Milwaukee Rail Car,
40.906323,-80.022913,Spiderman Mural,
40.851687,-79.914026,Butler Township Volunteer Fire Department,
40.93853,-79.956708,Unionville United Presbyterian,
40.861651,-79.897823,First Baptist Church and Christian School,
40.818514,-80.011235,St Paul's United Church of Christ,
40.862222,-79.89118,St Peter's Parish,
40.865643,-79.894187,Butler Little Theater,
40.867647,-79.894803,Congregation B'nai Abraham,
40.862514,-79.896661,Butler City Building,
40.910279,-80.037751,Big White Cock Statue,
40.8148,-80.016291,Connoquenessing Water Tower,
40.817391,-80.014315,Connoquenessing Post Office,
40.866186,-79.884535,Hill United Presbyterian Church,
40.848695,-79.88474,Southside Butler Watertower,
40.855339,-79.881519,Chimney Swift Tower,
40.848411,-80.121733,Zion Lutheran Church,
40.925488,-80.142377,The Presbyterian Church Of Portersville,
40.921888,-80.137716,Portersville Bible Church,
40.842893,-80.169933,Camp Run United Presbyterian Church,
40.875639,-79.908246,Fire House Shelter,
40.875428,-79.900464,Mary At Calvary,
40.873358,-79.908576,9/11 Memorial,
40.828582,-79.911525,BC3 Jeep,
40.851196,-80.120323,Bloomfield school bell,
40.893448,-79.99014,Green lawn Mausoleum,
40.968201,-80.21532,Three Giraffe Statue,
40.971819,-80.184024,Rose Point Park,
40.780052,-79.931486,Succop Conservancy,
40.880213,-80.263137,Slippery Rock Mausoleum,
40.825878,-80.259676,James Beach Clow House,
40.831354,-80.270909,Shakespeare's Restaurant and Pub,
40.857561,-80.28696,First United Methodist,
40.855298,-80.284448,St Pauls Lutheran Church,
40.858364,-80.288715,World War Memorial 1917 -1919,
40.860636,-80.287489,Vacant Church,
40.861018,-80.285541,Anchor Memorial,
40.85774,-80.292113,Christian Assembly Church,
40.934124,-80.363385,Taylor Twp Fire Department,
40.888488,-80.340437,Wampum Post Office,
40.814285,-80.327824,Buttermilk Falls Natural Area,
40.867262,-80.289699,Bell Memorial Presbyterian Church,
40.999118,-80.340996,Four Brothers Mural,
40.833945,-80.323361,US Post Office,
40.798583,-80.472702,The White Cemetery,
40.801435,-80.438788,St Anns Church Bell,
40.855393,-80.458217,Enon Railroad Station Date Stone,
40.835224,-80.401868,War Memorial Tank,
40.812051,-80.423589,Mt. Pleasant Presbyterian Church,
40.808572,-80.421735,Free Presbyterian Church,
40.989882,-80.345473,Saint Vitus,
40.985737,-80.345614,Jesus Light Church Of The World,
41.008514,-80.324432,Dewey Avenue Holiness Church,
40.999703,-80.348364,Family Worship Center of New Castle,
40.974849,-80.26867,Hitters Hackers and Hoops,
40.997476,-80.344445,Little Sister of Liberty,
41.002587,-80.344258,St Judes Episcopal Church,
41.001551,-80.344164,New Castle Public Library,
40.998078,-80.337684,Old Church,
41.016894,-80.33052,Oak Park Cemetery Chapel,
41.019691,-80.327774,Stone Oak Park Cemetery Sign,
41.021009,-80.324956,The Last Supper,
41.011004,-80.337165,Temple Hadar Isreal,
41.010882,-80.338934,Chapel Jubilee,
41.01259,-80.344613,Hoyt Institute of Fine Arts,
41.023922,-80.321968,The Lord's Prayer Tablet,
40.989297,-80.329455,Forgotten Bell,
41.01312,-80.485838,Mahoning Township Park,
40.974395,-80.493943,First Covenant Church,
40.974104,-80.493544,F D Campbell Memorial Library,
40.807764,-80.437397,Darlington Fire Department,
40.856275,-80.456767,Enon UP Church,
40.852204,-79.909804,Milwaukee Rail Car,
40.967197,-79.96894,Playthings Etc.,
41.007045,-79.894505,United Presbyterian Church,
41.158523,-80.097873,Holy Trinity Evangelical Lutheran Church,
41.007293,-80.49656,US Post Office,
40.861869,-80.26946,Kids Kingdom,
42.13104,-80.037806,Rodger Young Park,
42.047261,-80.171993,Asbury Woods Nature Center,
42.04452,-80.134688,Scrap Metal Sculptures,
42.118634,-79.847893,Greenfield Township ADA Exercise Trail,
42.044071,-80.07674,Southside Baptist Church,
42.165419,-79.955998,Paul J. Weitz Stadium,
42.116422,-79.983777,Almy Building,
42.284275,-79.671802,East Ripley Cemetery,
42.111326,-80.128083,Vintage Line Shops & Gallery,
42.111555,-80.074905,Volkenburg Martial Arts,
42.102295,-80.067455,Blessed Hope Seventh Day Church,
42.249689,-79.750664,Quincy Cellars  Historic Old Cellar,
42.129022,-80.043285,Iglesia Metodista Unida San Juan,
42.106523,-80.069314,Torah Tree of Life Sculpture,
42.09672,-80.115362,The Bakery Outlet,
41.925202,-80.550831,Ohio DOT Memorial,
42.062575,-79.734522,Tavern on the Tree Gazebo,
42.021491,-79.630142,Clymer United Methodist Church,
42.001888,-79.808445,Wattsburg Baptist Church,
42.055817,-80.089687,Erie Post Office,
41.951022,-79.989959,St Mark's Lutheran Church,
42.043683,-80.074583,Erie,
42.119195,-80.149553,Land and Water Conservation Fund and Presque Isle State Park,
42.110318,-80.093346,Superior Emanuel Church,
42.031375,-80.266847,Fairview Cemetery,
42.05871,-80.272488,Avonia Beach Park,
42.032955,-80.321324,Eriez Campground,
42.03793,-80.115512,Garden of Love,
42.038891,-80.111993,"Erie County Memorial Gardens, Inc.",
42.038148,-80.113464,Praying Jesus Statue,
42.037261,-80.247346,New Beginnings Full Gospel Church,
42.031499,-80.255809,Bell In Park,
42.140724,-80.055002,Wall Art,
42.00348,-80.196599,Sterrettania Alliance Church,
41.87978,-79.927527,New Ireland United Methodist Church,
41.878605,-79.969649,Mill Village Presbyterian Church,
41.875253,-80.118098,Sox Harrison Stadium,
41.893031,-79.995039,Pinocchio,
41.875364,-80.132233,Braendel Mural,
41.875854,-80.130545,Ralph Myers Bench,
41.869788,-80.12559,Ziona,
41.869938,-80.125188,Bench Forms,
41.86978,-80.126292,Rusting Art,
41.871362,-80.128942,"Kevin ""KJ"" Carroll",
41.871452,-80.126754,Rooftop Dog Statue,
41.871241,-80.126852,Spinning Fish,
41.914689,-80.132366,Wainer Park,
41.869662,-80.127382,Transmission Tension,
41.870393,-80.121667,Super Power,
41.870266,-80.121266,Obedience,
41.871902,-80.117629,Scotland Fountain,
41.880871,-80.13899,James Hagerty Memorial,
41.882133,-80.140051,Pat Crawford Beach,
41.881073,-80.143004,Barn Art,
41.894737,-80.14719,Willow Park Fit Trail St. 8,
41.904288,-80.343328,Cranesville United Methodist Church,
41.907072,-80.343909,Cranesville Fire Department,
41.892354,-80.360351,Rogers Brothers Company,
41.891119,-80.359913,St. Lawrence Church,
41.891063,-80.361781,Calvary United Methodist Church,
41.890789,-80.35431,Albion Veterans Memorial,
42.126567,-80.072529,Family Worship Center,
42.064927,-80.195985,The Cab,
42.075668,-80.11511,Church of Christ,
42.206956,-79.862032,North East Township,
42.000174,-80.143213,Rutkowski Memorial,
42.000482,-80.141435,Trinity Lutheran Church,
41.998418,-80.142033,McKean Fire Department,
42.195254,-79.890189,Presque Isle Wine Cellars,
41.879518,-80.110202,Edinboro First United Presbyterian,
42.06108,-80.174471,Greenway Trail 2,
42.159079,-79.979769,In Memory Of Thomas Whitford,
42.104204,-80.148161,Steel Marlin,
42.129122,-80.081232,We The People Fish,
42.120356,-79.984166,Erie Hall,
42.115566,-79.63825,Water Shrine,
42.116569,-79.634746,Norse Sacred Space,
42.103272,-79.723426,George Washington Myth Island,
42.081735,-80.120488,Troop 59 Totem Pole,
42.115108,-80.065232,Pulakos Chocolates,
42.15,-80.133583,Erie Waterworks Recreation Area,
41.896245,-80.148871,Washington Township Willow Park,
42.173032,-79.943984,Harborcreek Post Office,
42.119059,-79.988669,GE Penn State,
41.842191,-80.174653,Blue Star Memorial Highway,
42.096242,-80.075539,Butterfly Exhibit,
42.154712,-80.090583,A Climate for War,
42.1477,-80.130305,Waterworks Lighthouse,
42.15869,-79.974019,Harborcreek Park Pond,
42.142485,-80.066113,In Memory of Guy and Jeff,
41.945042,-80.473892,West Springfield United Methodist,
41.94763,-80.471196,West Springfield Baptist Church,
41.863197,-80.5199,State Line United Methodist Church,
41.943604,-80.55289,FOE 408,
41.921812,-80.458472,Northwestern Sportsman's Club,
41.868722,-80.120141,Butterfield Education Hall,
42.104957,-80.144673,Sportsman's Club Frog,
42.08319,-80.181847,Construction History Gallery,
42.137794,-80.065779,Shilo Baptist Church,
42.150845,-80.079004,The Arthur J. Gardner Pier,
42.021501,-80.271191,Daggett Cemetery Memorial,
42.029837,-80.258962,American Legion Baseball Complex,
41.951266,-80.329077,Erie Canal Extension,
42.00114,-80.316831,Wilcox Library,
42.000912,-80.317215,Old Home Fountain,
41.998982,-80.312836,Charlotte Elizabeth Battles Memorial Museum,
41.965665,-80.405859,East Springfield Pa. US Post Office,
41.970718,-80.339014,Kingdom Hall,
42.009413,-80.30563,Jesus Carrying His Cross,
42.009671,-80.306146,SS. Cyril & Methodius Byzantine Church,
42.00812,-80.306084,Jesus On The Cross Statue,
42.013091,-80.295117,St. Johns Evangelical Lutheran Church,
41.903013,-79.845883,Union City Post Office,
41.896713,-79.846599,Union City Public Library,
41.897572,-79.846096,Union City Museum & Historical,
41.941935,-79.983544,Waterford Inn,
41.940936,-79.984558,Asbury United Methodists Church,
41.945527,-79.978322,Waterford Baptist Church,
41.942585,-79.982867,Waterford Public Library,
41.940297,-79.983032,Eagle Hotel,
42.13028,-80.08608,Starbucks,
42.056965,-80.08999,Starbucks,
42.129242,-80.06642,Polish Sharpshooters Club,
42.109473,-80.154017,Metal Flower Sculpture,
42.080403,-80.108213,Children Climbing,
42.113105,-80.017771,Walzak Park,
42.090813,-80.015946,Cement Fords,
42.108408,-80.11992,Agresti Field,
42.005995,-80.313379,Girard Foriegn Wars Memorial,
41.999122,-80.334688,Girard Borough Fields,
41.893345,-80.369813,June W. Johnson Pavillion,
41.919167,-79.643309,Community Center,
41.939265,-79.630583,Gertrude A. Barber Memorial,
42.248823,-79.767818,Pennsylvania,
42.267278,-79.709989,Birthplace of B.F. Goodrich,
42.055239,-80.141374,Cassidy Park Fish Habitat,
42.209236,-79.855139,The Unknown Soldier of the Civil War,
42.212651,-79.837116,St. Gregory Church,
42.209943,-79.838438,Lake Shore Railway Museum,
42.216338,-79.835058,Lady with a Water Jug Fountain,
42.212636,-79.842374,American Legion Post 105,
42.215588,-79.835802,First Presbyterian Church,
42.217154,-79.834054,Park United Methodist Church,
42.219686,-79.834992,Mercyhurst University,
42.210542,-79.837261,Shorts Hotel Erected 1877,
42.152097,-80.03326,Lake Cliff Park,
42.089644,-80.09957,Lake Erie Church,
42.059796,-80.209255,Creamland Drive Inn,
42.072028,-80.093531,Leaping Home,
42.083397,-80.081457,Dorchester Dr Baptist Church,
42.132999,-80.054566,Jim Brutcher Field,
42.112767,-80.093358,Mural,
42.096707,-80.081295,Streetlamp Giraffe,
42.12141,-80.015256,The Original Breakfast Place,
42.226146,-79.834075,Saint Peters Lutheran Church,
42.09508,-80.157939,Angel with Dove,
42.111121,-80.134958,Avalon Park,
42.130404,-80.06993,Multicultural Resource Center,
41.93282,-79.649269,Mead Park Amphitheater,
41.924782,-79.641029,1861-1865 Memorial,
41.93147,-79.645824,Corry Skate Park,
41.931339,-79.652122,Kingdom Hall of Jehovah's Witness,
41.926095,-79.653048,First Presbyterian Church,
41.919652,-79.643709,Climax Locomotives,
41.935085,-79.627946,Gateway to Another Land,
42.149571,-79.995768,Harborcreek Baptist Church,
42.096619,-80.074715,Mystery Mountain,
42.104971,-80.016849,Community Christian Church,
42.099774,-80.0252,Belle Valley Park,
42.095926,-80.025475,First Church of the Nazarene,
42.119102,-79.986689,Otto Behrend Science Building,
42.119954,-79.983825,Memorial Rock,
42.124208,-79.980838,University Gate Community Center,
42.120112,-79.978823,Nittany Lion Plaza,
42.110726,-79.991048,Eagle Statue,
42.109898,-79.992661,Creamation Crypts,
42.091713,-80.015316,Head Water Park,
42.09407,-80.082903,Mirror Frog,
42.097148,-80.080073,I Like Mike,
42.081609,-80.052091,Crossroads Community Baptist Church,
42.068102,-80.094058,Millcreek Water Tower,
42.096054,-80.049991,Carmelite Monastery,
42.104639,-80.021997,Wall Art,
42.118283,-80.056021,Second Baptist Church,
42.120997,-80.057804,Cornerstone Liberty Community Church,
42.120138,-80.062877,Full Gospel Church,
42.118689,-80.049986,Holy Rosary Church,
42.124765,-80.042684,Mickey Mantle Statue,
42.112399,-80.063537,Berean Bible Church,
42.115921,-80.062373,Saint Johns Church,
42.102466,-80.064291,Veterans Affairs Memorial Gazebo,
42.1054,-80.057246,St. Luke R.C. Church,
42.105122,-80.053662,Weber Hall Vine Archway,
42.105312,-80.053308,Faces Of the Arts,
42.104341,-80.054938,Our Lady of Lourdes,
42.049813,-80.085242,Hippo Statue,
42.062585,-79.978518,Prince Of Peace Lutheran Church,
42.066402,-79.970353,Saint Boniface Roman Catholic Church,
42.140186,-80.015827,VFW Erie Field Office,
42.141306,-80.012307,Wesleyville Baptist Church,
42.13985,-80.014156,Weslyville United Methodist Church,
42.139266,-80.017534,Russ' Dinor,
42.115802,-80.080672,Antioch Missionary Baptist Church,
42.116195,-80.086795,Primera Iglesia Ebenezer,
42.109223,-80.080562,Nathan's Frog Statue,
42.114696,-80.079899,Simpson United Methodists Church,
42.115055,-80.087571,International Flavors Community Garden,
42.09596,-80.108752,Bixby Field,
42.097135,-80.111032,Larry Fabrizi Park,
42.152798,-80.015658,Lawrence Park Gazebo,
42.150327,-80.015358,John Nelson Historic Marker,
42.155489,-80.016904,Lawrence Park,
42.152597,-80.042042,Chautauqua Park,
42.131807,-80.098288,Boat Art,
42.125356,-80.095901,Erie Community Foundation Acorn Sculpture,
42.132146,-80.098011,Chestnut St. Boat Launching Ramp,
42.130969,-80.099111,Public Pier,
42.126937,-80.090009,First Presbyterian Church of the Covenant,
42.171371,-80.088142,Budny Beach,
42.105997,-80.103391,Saint Stephen Roman Catholic Church,
42.132431,-80.070756,Apostolic Faith Church,
42.132205,-80.059173,Saint Nicholas Orthodox Church,
42.12713,-80.056462,Blue Car on a Stick,
42.163255,-80.118858,Ainsworth Beach,
42.165835,-80.113813,Presque Isle Sign,
42.136181,-80.093195,Bayfront Convention Center,
42.138592,-80.091308,Alexis de Tocqueville,
42.138107,-80.090989,Port of Erie - Dobbins Landing,
42.103468,-80.136672,Fish Sculpture,
42.106246,-80.142569,Kada Gallery Frog,
42.089994,-80.116988,C. Francis Haggerty Park,
42.082052,-80.141382,Butterfly Art,
42.178365,-79.974813,Saint Benedict Monestary,
42.110391,-80.147523,Lake Shore BMX Track,
42.159019,-79.97341,Crab Apple Tree April 19 1991,
42.149321,-80.133417,A Century of Recreation,
42.186481,-79.96076,Great Lakes Seaway Trail,
42.065251,-80.155774,Mark Wunch Park,
42.096926,-80.170096,St Julia Catholic Church,
42.09351,-80.168571,Immanuel Lutheran Church,
42.174883,-79.950492,Wall Art Matthew 11:28,
42.14342,-80.048037,Captain C. V. Gridley,
42.148596,-80.051965,Gridley Family Gravestones,
42.136402,-80.083006,??????? ?????????,
42.136147,-80.083011,Orthodox Church,
42.136687,-80.085627,Strong Vincent Statue,
42.134635,-80.081328,East Erie Post Legion,
42.136411,-80.086466,Blasco Public Library Frog Statue,
42.144097,-80.06163,Erie Land Lighthouse,
42.12349,-80.083133,Bronze Fish,
42.121581,-80.083672,Metropolitan Dance Club,
42.121539,-80.080147,Jrs Last Laugh Comedy Club,
42.122681,-80.084236,Community Access Television Channel 2,
42.120413,-80.081086,Downtown Erie Wall Art,
42.121852,-80.082512,Harry Kellar,
42.117197,-80.080416,The Zone Dance Club,
42.119679,-80.083209,Wall Art,
42.130223,-80.085886,Molly Brannigans Irish Pub,
42.126394,-80.080877,Erie Seawolves Baseball Frog,
42.128575,-80.087283,Sharp Dressed Frog,
42.129538,-80.087121,"Mary, Seat of Wisdom Chapel",
42.13263,-80.087145,Body Statue,
42.131014,-80.084726,Around The World Frog Art,
42.130628,-80.085855,Oscar Fire Hydrant,
42.131546,-80.085046,Colt Way,
42.082498,-80.190158,Wayside Presbyterian Church,
42.077107,-80.200769,Lake Shore Fire Department,
42.058766,-80.179136,Green Way Trail Number 6,
42.162307,-80.010648,East Lake Road Alliance Church,
42.114841,-80.117063,Chocolate-Covered Bassberry,
42.115235,-80.116934,Cascade Creek Project,
42.166316,-80.083812,James Thompson Drive,
42.161418,-80.080439,Beach 11 Pavillion And Playground,
42.161909,-80.083694,Dead Pond Trail - Presque Isle State Park,
42.158974,-80.094377,The Turtles of Presque Isle,
42.159537,-80.093278,Lagoon Picnic Area,
42.156041,-80.111197,Long Pond Trail,
42.132836,-80.032917,Apostolic Church of Jesus Christ,
42.123696,-80.069631,David J. Madurski Park,
42.12144,-80.070362,Kissing Fishes,
42.126991,-80.02113,Country Fair Headquarters,
42.113468,-80.067198,Greater Cavalry Full Gospel Baptist Church,
42.116174,-80.074819,Siebenburger Halle 1928,
42.110409,-80.073175,Erie County Vietnam Veterans Memorial,
42.111676,-80.075289,Grasshopper,
42.136448,-80.055339,Fulton Athletic Club,
42.129297,-80.105053,Captain Morgan Statue,
42.12725,-80.106766,Cascade Creek,
42.131472,-80.107796,Directional Compass,
42.074692,-80.12158,Zuck Park Trail Marker,
42.123363,-80.10366,Statue of Liberty Frog,
42.11899,-80.103552,New Revelation Church,
42.121844,-80.106111,Perry's Shipyards,
42.15394,-80.022501,Lawrence Park GC and GE Picnic Grove Sign,
42.04912,-80.078242,Pontoon Plane Fish,
42.048132,-80.078314,Purple Fish,
42.107271,-80.156831,Mega Vortex,
42.103269,-80.158183,Presque Isle Skating,
42.10829,-80.156745,Waterworld Frog at Waldameer,
42.109595,-80.156573,Flying Swings,
42.10948,-80.156364,2 Kids,
42.085097,-80.147932,Buzzn'B's Aquarium & Pet Shop,
42.169604,-79.952276,Glowing Cross,
42.180518,-79.956221,Tyrannosaurus-Rexii,
42.178625,-79.953814,Our Lady of Mercy Church,
42.072348,-80.181189,Cemetery on West Ridge Road,
42.071167,-80.182389,Asbury United Methodist Church,
42.050923,-80.175251,Wills Rest Stop,
42.06845,-80.222796,Lincoln Community Center Library,
42.067088,-80.17722,Maplewood Park,
42.057013,-80.181319,Morgan Sessler Memorial Plaque,
42.055471,-80.181234,Asbury Woods Greenway Wildlife Preserve of Mercyhurt College,
42.061783,-80.174238,How Our Water Comes And Goes,
42.061978,-80.170536,Swamp Things,
42.062678,-80.170232,Grandfather Tree,
42.060232,-80.16872,Touvell Trail 6,
42.11877,-80.094544,Admiral Perry's Face On A Wall,
42.155011,-80.08957,Perry Monument on Crystal Poin,
42.073659,-80.208153,Statue of Jesus Kneeling,
42.072034,-80.209498,Monument for the Faithful Departed,
42.072438,-80.210383,Bronze Statue Of Mary,
42.105694,-80.091443,Statue Dedicated to Rev. Reiser,
42.140066,-80.074333,General Anthony Wayne Blockhou,
42.147072,-79.966276,Harry and Joetta McQueeney Field,
42.102365,-80.150559,Captain William ToomeyMemorial,
42.105597,-80.14911,St Jude the Apostle Roman Catholic Church,
42.103662,-80.148862,Trinity Cemetery,
42.066603,-80.144439,In Memory Of The Simon Family,
42.083067,-80.182047,Erie Hall of Fame,
42.165126,-79.96166,East Erie Moose Family Center,
42.103229,-80.07858,Fred Biletnikoff Athletic Field,
42.081308,-80.156712,Westminster Presbyterian Church,
42.137931,-80.06187,Wayne Park,
42.112361,-80.124521,Polar Bear,
42.053173,-80.1799,Asbury Woods Bridge,
41.89378,-79.849379,Parade Street United Methodist Church,
42.159216,-79.980987,Cpl. Jarrid King Memorial Pavillion,
42.100156,-80.080677,Golden Eye Frog,
42.151732,-80.014275,Christ the Redeemer Lutheran Church,
41.924778,-79.640199,Corry Park Gazebo,
41.892696,-80.439566,Church of the Nazarene,
